,name,ownership,ope6_id,state,size,accreditor,retention,branches,online_only,religious_affil,under_investigation,most_common_degree,highest_degree,faculty_salary,instructional_expenditure_per_fte,tuition_revenue_per_fte,locale,carnegie_basic,carnegie_undergrad,carnegie_size_setting,part_time_share,age_entry,percent_dependent,first_generation,percent_black,avg_dependent_income,avg_family_income,median_family_income,ind_low_income,dep_low_income,loan_principal,federal_loan_rate,students_with_any_loans,median_debt_indep_students,pell_grant_debt,percent_pell_grant,fafsa_sent,7_yr_repayment_completion,5_year_declining_balance,relig_y_n,accred_y_n,retention_listed_y_n,fac_salary_listed_y_n,7_yr_repayment_completion_y_n,5_year_declining_balance_y_n,for_profit
25,Fortis College-Dothan,3,33614,AL,181,Accrediting Bureau of Health Education Schools,0.5,2,0,-2.0,0,1,1,6326,2918,8811,13.0,-2.0,-2.0,-2.0,0.0,28,0.2208029197,0.5319634703,0.6022,22697.0,15857,12493.0,0.8922716628,0.7520661156999999,9500,0.6938,0.839416058,9500.5,9500.0,0.9543795620000001,0.35583941609999997,0.4230769231,0.2879177378,0,1,1,0,1,1,1
26,Fortis College-Montgomery,3,23410,AL,315,Accrediting Bureau of Health Education Schools,0.5952,4,0,-2.0,0,1,2,3877,2516,7869,12.0,10.0,3.0,1.0,0.2698,27,0.2824295011,0.5398740818,0.6889,26888.0,19649,14345.0,0.8476420798000001,0.7096774194,9500,0.7355,0.876789588,10417.0,9500.0,0.897613883,0.44685466380000005,0.35815602840000005,0.24135593219999998,0,1,1,1,1,1,1
27,Paul Mitchell the School-Birmingham,3,41492,AL,174,National Accrediting Commission of Cosmetology Arts and Sciences,0.9,1,0,-2.0,0,1,1,6326,3536,9633,13.0,-2.0,-2.0,-2.0,0.0,23,0.5023474178,0.49735449740000004,0.1954,58910.0,36453,21613.0,0.8962264151,0.3457943925,9833,0.7281,0.9248826290000001,16500.0,9834.0,0.76056338,0.36619718310000005,0.6995418344619443,0.4968500596553146,0,1,1,0,0,0,1
28,Fortis Institute-Birmingham,3,30108,AL,592,Accrediting Council for Independent Colleges and Schools,0.4366,3,0,-2.0,0,1,2,4499,3871,8834,12.0,10.0,4.0,2.0,0.0,27,0.3292887029,0.5628192033,0.8463,34684.0,19877,12299.0,0.9082969431999999,0.5997458703999999,10998,0.6456,0.909623431,11992.5,11259.0,0.858577406,0.3380753138,0.602739726,0.2968299712,0,1,1,1,1,1,1
29,Cardiac and Vascular Institute of Ultrasound,3,40663,AL,44,Accrediting Bureau of Health Education Schools,0.7037229823917844,1,0,-2.0,0,1,1,6326,2488,9259,12.0,-2.0,-2.0,-2.0,0.0,27,0.21428571429999999,0.4651198897441582,0.1364,59499.0,26977,18103.0,0.7744003783400789,0.4769168004873773,19160,1.0,0.7794312090373222,12497.901421800947,19160.0,0.557142857,0.4636515619105719,0.6995418344619443,0.4968500596553146,0,1,0,0,0,0,1
30,Virginia College-Montgomery,3,30106,AL,622,Accrediting Council for Independent Colleges and Schools,0.5536,33,0,-2.0,0,1,2,3137,4350,15865,12.0,10.0,3.0,2.0,0.2926,29,0.24666172109999998,0.5394716354,0.7154,28656.0,18477,13449.0,0.8800809672,0.7104427736,11108,0.7836,0.921777118,11834.5,11367.0,0.827110122,0.38229475770000004,0.37214718210000003,0.1835382595,0,1,1,1,1,1,1
32,Columbia Southern University,3,41215,AL,15286,Distance Education Accrediting Commission,0.4297,1,0,-2.0,0,3,4,4322,1755,4520,31.0,18.0,5.0,15.0,0.5361,34,0.0621788284,0.5424599577,0.2299,45044.0,39133,31510.0,0.4887671233,0.48553719009999996,8860,0.3346,0.771839671,9188.0,7875.0,0.7375385409999999,0.48818088390000003,0.6995418344619443,0.5206971678,0,1,1,1,0,1,1
34,Huntsville Bible College,2,38943,AL,118,Association for Bibical Higher Educaiton,1.0,1,0,42.0,0,3,3,6326,3500,2792,12.0,24.0,5.0,6.0,0.7881,40,0.4752097421316015,0.625,0.9831,48748.06435154707,20327,10976.0,0.7744003783400789,0.4769168004873773,11443,0.7627,0.8666666670000001,12497.901421800947,12672.740203761756,0.813333333,0.4636515619105719,0.6995418344619443,0.4968500596553146,1,1,1,0,0,0,0
35,University of Phoenix-Alabama,3,20988,AL,198,North Central Association of Colleges and Schools The Higher Learning Commission,0.1818,38,0,-2.0,0,3,4,2726,4048,7839,13.0,29.0,10.0,6.0,0.0,31,0.0874417943,0.5416670368,0.5152,31749.0,23816,16789.0,0.739344837,0.6583739837,14400,0.6679,0.8334838090000001,14750.0,14250.0,0.860612093,0.42343866630000004,0.7918375095,0.3081922782,0,1,1,1,1,1,1
36,Troy University-Montgomery Campus,1,1047,AL,2587,Southern Association of Colleges and Schools Commission on Colleges,0.7037229823917844,4,0,-2.0,0,0,0,6326,7545,10078,,,,,0.2329148111819521,27,0.4443469358,0.42532359770000006,0.18488612876935612,53622.0,38291,25763.0,0.7062384838,0.4032258065,14500,0.5183137293405335,0.841597192,15750.0,16375.0,0.735117742,0.5129442738000001,0.7800586509999999,0.419757712,0,1,0,0,1,1,0
37,Troy University-Dothan Campus,1,1047,AL,2587,Southern Association of Colleges and Schools Commission on Colleges,0.7037229823917844,4,0,-2.0,0,0,0,6326,7545,10078,,,,,0.2329148111819521,27,0.4443469358,0.42532359770000006,0.18488612876935612,53622.0,38291,25763.0,0.7062384838,0.4032258065,14500,0.5183137293405335,0.841597192,15750.0,16375.0,0.735117742,0.5129442738000001,0.7800586509999999,0.419757712,0,1,0,0,1,1,0
38,Troy University-eTROY,1,1047,AL,2587,Southern Association of Colleges and Schools Commission on Colleges,0.7037229823917844,4,0,-2.0,0,0,0,6326,7545,10078,,,,,0.2329148111819521,27,0.4443469358,0.42532359770000006,0.18488612876935612,53622.0,38291,25763.0,0.7062384838,0.4032258065,14500,0.5183137293405335,0.841597192,15750.0,16375.0,0.735117742,0.5129442738000001,0.7800586509999999,0.419757712,0,1,0,0,1,1,0
39,Troy University-Phenix City Campus,1,1047,AL,2587,Southern Association of Colleges and Schools Commission on Colleges,0.7037229823917844,4,0,-2.0,0,0,0,6326,7545,10078,,,,,0.2329148111819521,27,0.4443469358,0.42532359770000006,0.18488612876935612,53622.0,38291,25763.0,0.7062384838,0.4032258065,14500,0.5183137293405335,0.841597192,15750.0,16375.0,0.735117742,0.5129442738000001,0.7800586509999999,0.419757712,0,1,0,0,1,1,0
40,Virginia College-Mobile,3,30106,AL,575,Accrediting Council for Independent Colleges and Schools,0.4857,33,0,-2.0,0,1,2,3642,5150,15677,12.0,10.0,3.0,1.0,0.313,29,0.24666172109999998,0.5394716354,0.68,28656.0,18477,13449.0,0.8800809672,0.7104427736,11108,0.8349,0.921777118,11834.5,11367.0,0.827110122,0.38229475770000004,0.37214718210000003,0.1835382595,0,1,1,1,1,1,1
41,Blue Cliff Career College,3,37833,AL,82,Accrediting Commission of Career Schools and Colleges,0.8553,1,0,-2.0,0,1,1,6326,4690,11460,12.0,-2.0,-2.0,-2.0,0.0,26,0.4220183486,0.4361702128,0.3415,36285.0,25709,15409.0,0.7744003783400789,0.4769168004873773,7917,0.7422,0.899082569,7917.0,7917.0,0.816513762,0.35779816509999995,0.6995418344619443,0.2663551402,0,1,1,0,0,1,1
42,Southeastern School of Cosmetology,2,34593,AL,60,Council on Occupational Education,0.7742,1,0,-2.0,0,1,1,6326,1305,769,12.0,-2.0,-2.0,-2.0,0.0,28,0.2155172414,0.45555555560000005,1.0,15189.0,11796,11585.0,0.7744003783400789,0.4769168004873773,11443,0.0,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4051724138,0.6995418344619443,0.4968500596553146,0,1,1,0,0,0,0
43,Alabama A & M University,1,1002,AL,4206,Southern Association of Colleges and Schools Commission on Colleges,0.6595,1,0,-2.0,0,3,4,6892,7437,9427,12.0,18.0,10.0,13.0,0.0656,20,0.8704069538,0.3940338379,0.9353,33370.0,30235,21595.0,0.9359756098,0.6091693146,15000,0.8284,0.888976689,18951.0,17000.0,0.8510470170000001,0.7238245753,0.6734693878,0.3035799523,0,1,1,1,1,1,0
44,University of Alabama at Birmingham,1,1052,AL,11383,Southern Association of Colleges and Schools Commission on Colleges,0.8288,1,0,-2.0,0,3,4,9957,17920,9899,12.0,15.0,9.0,15.0,0.2607,23,0.6883846793999999,0.3571588618,0.26,59212.0,49731,34491.0,0.6746826987000001,0.3667977018,14382,0.5214,0.8619900079999999,14093.0,17350.0,0.596586178,0.5239383847,0.8048090523,0.5906291834,0,1,1,1,1,1,0
45,Herzing University-Birmingham,3,9621,AL,302,North Central Association of Colleges and Schools The Higher Learning Commission,0.7037229823917844,11,0,-2.0,0,1,4,5065,5800,11395,21.0,23.0,5.0,6.0,0.5497,31,0.1399692635,0.5277980447,0.5265,40474.0,24289,16935.0,0.7707216495,0.5557432432,10628,0.7736,0.872325334,10814.0,10437.0,0.825629507,0.532332427,0.7265306122,0.36475247520000004,0,1,0,1,1,1,1
46,Huntingdon College,2,1019,AL,1149,Southern Association of Colleges and Schools Commission on Colleges,0.705,1,0,71.0,0,3,3,5772,6435,10131,12.0,22.0,9.0,7.0,0.2097,24,0.7090643275,0.3275590551,0.1993,71327.0,59138,39106.0,0.5829145729,0.3278350515,16701,0.7153,0.921052632,22000.0,17375.0,0.612573099,0.6505847953,0.8709677418999999,0.6080178174,1,1,1,1,1,1,0
47,Heritage Christian University,2,21997,AL,62,Association for Bibical Higher Educaiton,0.5714,1,0,74.0,0,3,4,4346,9085,10966,13.0,24.0,5.0,6.0,0.4355,29,0.34375,0.4651198897441582,0.1129,34947.0,23427,16915.0,0.7744003783400789,0.4769168004873773,9875,0.4493,0.5,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.4615384615,1,1,1,1,0,1,0
48,J F Drake State Community and Technical College,1,5260,AL,974,Southern Association of Colleges and Schools Commission on Colleges,0.3873,1,0,-2.0,0,2,2,5583,4944,1292,12.0,9.0,2.0,2.0,0.4394,28,0.30864197530000004,0.5936794582,0.5965,20671.0,15792,13551.0,0.896978022,0.7784615385,11443,0.0,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.5052231719,0.6995418344619443,0.4968500596553146,0,1,1,1,0,0,0
49,Jacksonville State University,1,1020,AL,7060,Southern Association of Colleges and Schools Commission on Colleges,0.718,1,0,-2.0,0,3,4,6801,7283,6447,13.0,18.0,13.0,13.0,0.1989,23,0.7298624754,0.413028169,0.2382,51521.0,46047,35079.0,0.5951515152,0.39838492600000003,15871,0.6825,0.8166339229999999,18000.0,18434.0,0.677472168,0.5183366077,0.6666666667,0.4507692308,0,1,1,1,1,1,0
50,Jefferson Davis Community College,1,1021,AL,1033,Southern Association of Colleges and Schools Commission on Colleges,0.5163,1,0,-2.0,0,2,2,5504,5279,1178,32.0,4.0,2.0,2.0,0.4424,24,0.562764457,0.5500821018,0.2982,21475.0,19075,15957.0,0.8516129031999999,0.7243107769,11443,0.0,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.466854725,0.6995418344619443,0.4968500596553146,0,1,1,1,0,0,0
51,Jefferson State Community College,1,1022,AL,7443,Southern Association of Colleges and Schools Commission on Colleges,0.5565,1,0,-2.0,0,2,2,6026,4733,2708,12.0,5.0,1.0,3.0,0.605,24,0.5510899183,0.48737566950000005,0.2246,42548.0,32956,22229.0,0.7764289326999999,0.5055624227000001,4500,0.2101,0.424159855,4500.0,3500.0,0.805404178,0.4811534968,0.7777777778,0.4873257288,0,1,1,1,1,1,0
52,John C Calhoun State Community College,1,1013,AL,9380,Southern Association of Colleges and Schools Commission on Colleges,0.5820000000000001,1,0,-2.0,0,2,2,6106,3706,3170,41.0,5.0,1.0,4.0,0.5795,24,0.5443929564,0.4918952618,0.19399999999999998,42749.0,32966,22153.0,0.7685109845,0.505277494,5500,0.3024,0.537164041,6795.0,5500.0,0.810009268,0.4281742354,0.7652173913,0.44703389829999995,0,1,1,1,1,1,0
53,Judson College,2,1023,AL,376,Southern Association of Colleges and Schools Commission on Colleges,0.5606,1,0,54.0,0,3,3,5715,11427,8101,43.0,21.0,9.0,7.0,0.2926,25,0.4788732394,0.4605809129,0.1622,47414.0,28850,15917.0,0.8716216216,0.4264705882,16797,0.7205,0.6584507039999999,16640.5,16797.5,0.823943662,0.41549295770000005,0.6995418344619443,0.5816993464,1,1,1,1,0,1,0
54,Lawson State Community College-Birmingham Campus,1,1059,AL,2905,Southern Association of Colleges and Schools Commission on Colleges,0.4991,1,0,-2.0,0,2,2,5849,6161,1374,12.0,5.0,2.0,3.0,0.3917,24,0.5671232877,0.4386446886,0.7384,19623.0,16296,14293.0,0.9186256781000001,0.768115942,11443,0.0,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.5170254403,0.6995418344619443,0.4968500596553146,0,1,1,1,0,0,0
55,University of West Alabama,1,1024,AL,1916,Southern Association of Colleges and Schools Commission on Colleges,0.6451,1,0,-2.0,0,3,4,6146,7552,7928,43.0,18.0,13.0,13.0,0.1174,22,0.7843137255,0.3970149254,0.4055,42415.0,37021,23965.0,0.8553719008,0.5284090909,12500,0.6733,0.8743315509999999,10847.0,15329.0,0.7513368979999999,0.5909090909,0.7740384615000001,0.3957759412,0,1,1,1,1,1,0
56,Lurleen B Wallace Community College,1,8988,AL,1393,Southern Association of Colleges and Schools Commission on Colleges,0.6024,1,0,-2.0,0,2,2,5854,6246,1684,41.0,7.0,3.0,2.0,0.2757,23,0.6561403509,0.5244399185,0.2728,22237.0,20206,17445.0,0.8163265306,0.7152406417,11443,0.0,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.3701754386,0.6995418344619443,0.4968500596553146,0,1,1,1,0,0,0
57,Marion Military Institute,1,1026,AL,433,Southern Association of Colleges and Schools Commission on Colleges,0.3534,1,0,-2.0,0,2,2,5916,5088,3286,43.0,1.0,4.0,1.0,0.0,19,0.9064039409,0.2594594595,0.2263,68890.0,62929,48613.0,0.7744003783400789,0.4769168004873773,5500,0.6244,0.8251231529999999,12497.901421800947,6256.0,0.57635468,0.5640394089,0.6190476189999999,0.49664429530000004,0,1,1,1,1,1,0
58,Miles College,2,1028,AL,1778,Southern Association of Colleges and Schools Commission on Colleges,0.5236,1,0,55.0,0,3,3,4404,5140,5202,21.0,22.0,11.0,11.0,0.0371,21,0.8375733854999999,0.4240601504,0.9719,26674.0,23942,16820.0,0.9236947791,0.7133956386,12250,0.9244,0.8245270709999999,15970.0,12750.0,0.910632746,0.658838878,0.3846153846,0.17021276600000002,1,1,1,1,1,1,0
59,University of Mobile,2,1029,AL,1460,Southern Association of Colleges and Schools Commission on Colleges,0.7713,1,0,75.0,0,3,4,4914,6766,9947,41.0,22.0,13.0,10.0,0.1219,23,0.7005420054000001,0.3532934132,0.21100000000000002,62939.0,51787,39066.0,0.7375565611,0.2959381044,21950,0.7576,0.9024390240000001,26648.0,24747.0,0.635501355,0.5894308943,0.7480916031,0.49566294920000004,1,1,1,1,1,1,0
60,University of Montevallo,1,1004,AL,2644,Southern Association of Colleges and Schools Commission on Colleges,0.7881,1,0,-2.0,0,3,4,7437,7972,7568,21.0,19.0,13.0,10.0,0.1085,21,0.816091954,0.3710144928,0.1384,61471.0,53705,39228.0,0.7884615384999999,0.3445287107,15110,0.5856,0.8603006190000001,19210.0,17694.5,0.628647215,0.4526967286,0.8535469108,0.6404494382,0,1,1,1,1,1,0
61,Northwest-Shoals Community College,1,5697,AL,3304,Southern Association of Colleges and Schools Commission on Colleges,0.5853,1,0,-2.0,0,2,2,6132,5099,1624,13.0,7.0,2.0,3.0,0.434,23,0.6198547215,0.5428176796,0.125,34028.0,27527,19530.0,0.8216560509999999,0.5703125,4750,0.2455,0.323244552,6750.0,5250.0,0.879338176,0.34705407590000004,0.6507936508,0.4242167655,0,1,1,1,1,1,0
62,University of North Alabama,1,1016,AL,5485,Southern Association of Colleges and Schools Commission on Colleges,0.723,1,0,-2.0,0,3,4,7424,7218,6702,13.0,18.0,13.0,12.0,0.1535,22,0.7876447876,0.3891175126,0.1384,57482.0,50764,37593.0,0.703030303,0.3469498911,12638,0.6733,0.833118833,14078.5,13984.0,0.648648649,0.4942084942,0.8359550562000001,0.5761031235,0,1,1,1,1,1,0
63,Auburn University at Montgomery,1,8310,AL,4304,Southern Association of Colleges and Schools Commission on Colleges,0.652,1,0,-2.0,0,3,4,7255,6837,8071,12.0,18.0,9.0,12.0,0.2853,22,0.7224152911,0.3873000485,0.3376,45500.0,38442,25555.0,0.765258216,0.4990980156,9500,0.5803,0.877063423,12500.0,9975.0,0.72502172,0.5864465682,0.7883597884,0.4826334889,0,1,1,1,1,1,0
64,Auburn University,1,1009,AL,20514,Southern Association of Colleges and Schools Commission on Colleges,0.9052,1,0,-2.0,0,3,4,9487,11704,14135,13.0,16.0,15.0,15.0,0.0862,20,0.9112762238,0.1988738739,0.0704,94640.0,88069,66831.0,0.8054187192,0.2230215827,17500,0.3494,0.8721590909999999,18000.0,20500.0,0.439248252,0.4606643357,0.9251934652,0.7706237425,0,1,1,1,1,1,0
